lemma,mood,tense,person,value,status,note
pedir,imperative,impAff,3p,pidan,Mismatch,Esperado: pedan
pedir,imperative,impNeg,3s,no pida,Mismatch,Esperado: no peda
pedir,imperative,impNeg,1p,no pidamos,Mismatch,Esperado: no pedamos
pedir,imperative,impNeg,2p_vosotros,no pidáis,Mismatch,Esperado: no pedáis
pedir,imperative,impNeg,3p,no pidan,Mismatch,Esperado: no pedan
seguir,indicative,pres,1s,sigo,Mismatch,Esperado: seguo
seguir,indicative,pres,2s_tu,sigues,Mismatch,Esperado: segues
seguir,indicative,pres,2s_vos,seguís,Mismatch, | 'accepts' inválido para tu: sigues (esperado segues)
seguir,imperative,impAff,2s_tu,sigue,Mismatch,Esperado: segue
seguir,imperative,impNeg,2s_tu,no sigas,Mismatch,Esperado: no seguas
seguir,imperative,impNeg,2s_vos,no sigas,Mismatch,Esperado: no seguas
seguir,subjunctive,subjPres,2s_tu,sigas,Mismatch,Esperado: seguas
seguir,subjunctive,subjPres,2s_vos,sigas,Mismatch,Esperado: seguas
seguir,indicative,pres,3s,sigue,Mismatch,Esperado: segue
seguir,indicative,pres,3p,siguen,Mismatch,Esperado: seguen
seguir,nonfinite,ger,,siguiendo,Mismatch,Esperado: seguiendo
seguir,indicative,pretIndef,3s,siguió,Mismatch,Esperado: seguió
seguir,indicative,pretIndef,3p,siguieron,Mismatch,Esperado: seguieron
seguir,subjunctive,subjImpf,1s,siguara,Unknown-tense,No hay generador para este modo/tiempo
seguir,subjunctive,subjImpf,2s_tu,siguaras,Unknown-tense,No hay generador para este modo/tiempo
seguir,subjunctive,subjImpf,2s_vos,siguaras,Unknown-tense,No hay generador para este modo/tiempo
seguir,subjunctive,subjImpf,3s,siguara,Unknown-tense,No hay generador para este modo/tiempo
seguir,subjunctive,subjImpf,1p,siguáramos,Unknown-tense,No hay generador para este modo/tiempo
seguir,subjunctive,subjImpf,2p_vosotros,siguarais,Unknown-tense,No hay generador para este modo/tiempo
seguir,subjunctive,subjImpf,3p,siguaran,Unknown-tense,No hay generador para este modo/tiempo
seguir,subjunctive,subjPres,1s,siga,Mismatch,Esperado: segua
seguir,subjunctive,subjPres,3s,siga,Mismatch,Esperado: segua
seguir,subjunctive,subjPres,1p,sigamos,Mismatch,Esperado: seguamos
seguir,subjunctive,subjPres,2p_vosotros,sigáis,Mismatch,Esperado: seguáis
seguir,subjunctive,subjPres,3p,sigan,Mismatch,Esperado: seguan
seguir,imperative,impAff,3s,siga,Mismatch,Esperado: segua
seguir,imperative,impAff,1p,sigamos,Mismatch,Esperado: seguamos
seguir,imperative,impAff,3p,sigan,Mismatch,Esperado: seguan
seguir,imperative,impNeg,3s,no siga,Mismatch,Esperado: no segua
seguir,imperative,impNeg,1p,no sigamos,Mismatch,Esperado: no seguamos
seguir,imperative,impNeg,2p_vosotros,no sigáis,Mismatch,Esperado: no seguáis
seguir,imperative,impNeg,3p,no sigan,Mismatch,Esperado: no seguan
llegar,indicative,pretIndef,1s,llegué,Mismatch,Esperado: llegé
llegar,subjunctive,subjPres,1s,llegue,Mismatch,Esperado: llege
llegar,subjunctive,subjPres,2s_tu,llegues,Mismatch,Esperado: lleges | 'accepts' inválido para vos: llegues (esperado lleges)
llegar,subjunctive,subjPres,3s,llegue,Mismatch,Esperado: llege
llegar,subjunctive,subjPres,1p,lleguemos,Mismatch,Esperado: llegemos
llegar,subjunctive,subjPres,2p_vosotros,lleguéis,Mismatch,Esperado: llegéis
llegar,subjunctive,subjPres,3p,lleguen,Mismatch,Esperado: llegen
llegar,imperative,impAff,3s,llegue,Mismatch,Esperado: llege
llegar,imperative,impAff,1p,lleguemos,Mismatch,Esperado: llegemos
llegar,imperative,impAff,3p,lleguen,Mismatch,Esperado: llegen
llegar,subjunctive,subjPres,2s_vos,llegues,Mismatch,Esperado: lleges
llegar,imperative,impNeg,2s_tu,no llegues,Mismatch,Esperado: no lleges
llegar,imperative,impNeg,2s_vos,no llegues,Mismatch,Esperado: no lleges
llegar,imperative,impNeg,3s,no llegue,Mismatch,Esperado: no llege
llegar,imperative,impNeg,1p,no lleguemos,Mismatch,Esperado: no llegemos
llegar,imperative,impNeg,2p_vosotros,no lleguéis,Mismatch,Esperado: no llegéis
llegar,imperative,impNeg,3p,no lleguen,Mismatch,Esperado: no llegen
llegar,subjunctive,subjImpf,1s,llegara,Unknown-tense,No hay generador para este modo/tiempo
llegar,subjunctive,subjImpf,2s_tu,llegaras,Unknown-tense,No hay generador para este modo/tiempo
llegar,subjunctive,subjImpf,2s_vos,llegaras,Unknown-tense,No hay generador para este modo/tiempo
llegar,subjunctive,subjImpf,3s,llegara,Unknown-tense,No hay generador para este modo/tiempo
llegar,subjunctive,subjImpf,1p,llégramos,Unknown-tense,No hay generador para este modo/tiempo
llegar,subjunctive,subjImpf,2p_vosotros,llegarais,Unknown-tense,No hay generador para este modo/tiempo
llegar,subjunctive,subjImpf,3p,llegaran,Unknown-tense,No hay generador para este modo/tiempo
necesitar,subjunctive,subjImpf,1s,necesitara,Unknown-tense,No hay generador para este modo/tiempo
necesitar,subjunctive,subjImpf,2s_tu,necesitaras,Unknown-tense,No hay generador para este modo/tiempo
necesitar,subjunctive,subjImpf,2s_vos,necesitaras,Unknown-tense,No hay generador para este modo/tiempo
necesitar,subjunctive,subjImpf,3s,necesitara,Unknown-tense,No hay generador para este modo/tiempo
necesitar,subjunctive,subjImpf,1p,necesítramos,Unknown-tense,No hay generador para este modo/tiempo
necesitar,subjunctive,subjImpf,2p_vosotros,necesitarais,Unknown-tense,No hay generador para este modo/tiempo
necesitar,subjunctive,subjImpf,3p,necesitaran,Unknown-tense,No hay generador para este modo/tiempo
ayudar,subjunctive,subjImpf,1s,ayudara,Unknown-tense,No hay generador para este modo/tiempo
ayudar,subjunctive,subjImpf,2s_tu,ayudaras,Unknown-tense,No hay generador para este modo/tiempo
ayudar,subjunctive,subjImpf,2s_vos,ayudaras,Unknown-tense,No hay generador para este modo/tiempo
ayudar,subjunctive,subjImpf,3s,ayudara,Unknown-tense,No hay generador para este modo/tiempo
ayudar,subjunctive,subjImpf,1p,ayúdramos,Unknown-tense,No hay generador para este modo/tiempo
ayudar,subjunctive,subjImpf,2p_vosotros,ayudarais,Unknown-tense,No hay generador para este modo/tiempo
ayudar,subjunctive,subjImpf,3p,ayudaran,Unknown-tense,No hay generador para este modo/tiempo
buscar,indicative,pretIndef,1s,busqué,Mismatch,Esperado: buscé
buscar,imperative,impAff,3s,busque,Mismatch,Esperado: busce
buscar,imperative,impAff,1p,busquemos,Mismatch,Esperado: buscemos
buscar,imperative,impAff,3p,busquen,Mismatch,Esperado: buscen
buscar,imperative,impNeg,2s_tu,no busques,Mismatch,Esperado: no busces
buscar,imperative,impNeg,2s_vos,no busques,Mismatch,Esperado: no busces
buscar,imperative,impNeg,3s,no busque,Mismatch,Esperado: no busce
buscar,imperative,impNeg,1p,no busquemos,Mismatch,Esperado: no buscemos
buscar,imperative,impNeg,2p_vosotros,no busquéis,Mismatch,Esperado: no buscéis
buscar,imperative,impNeg,3p,no busquen,Mismatch,Esperado: no buscen
buscar,subjunctive,subjPres,1s,busque,Mismatch,Esperado: busce
buscar,subjunctive,subjPres,2s_tu,busques,Mismatch,Esperado: busces
buscar,subjunctive,subjPres,2s_vos,busques,Mismatch,Esperado: busces
buscar,subjunctive,subjPres,3s,busque,Mismatch,Esperado: busce
buscar,subjunctive,subjPres,1p,busquemos,Mismatch,Esperado: buscemos
buscar,subjunctive,subjPres,2p_vosotros,busquéis,Mismatch,Esperado: buscéis
buscar,subjunctive,subjPres,3p,busquen,Mismatch,Esperado: buscen
buscar,subjunctive,subjImpf,1s,buscara,Unknown-tense,No hay generador para este modo/tiempo
buscar,subjunctive,subjImpf,2s_tu,buscaras,Unknown-tense,No hay generador para este modo/tiempo
buscar,subjunctive,subjImpf,2s_vos,buscaras,Unknown-tense,No hay generador para este modo/tiempo
buscar,subjunctive,subjImpf,3s,buscara,Unknown-tense,No hay generador para este modo/tiempo
buscar,subjunctive,subjImpf,1p,búscramos,Unknown-tense,No hay generador para este modo/tiempo
buscar,subjunctive,subjImpf,2p_vosotros,buscarais,Unknown-tense,No hay generador para este modo/tiempo
buscar,subjunctive,subjImpf,3p,buscaran,Unknown-tense,No hay generador para este modo/tiempo
comprar,subjunctive,subjImpf,1s,comprara,Unknown-tense,No hay generador para este modo/tiempo
comprar,subjunctive,subjImpf,2s_tu,compraras,Unknown-tense,No hay generador para este modo/tiempo
comprar,subjunctive,subjImpf,2s_vos,compraras,Unknown-tense,No hay generador para este modo/tiempo
comprar,subjunctive,subjImpf,3s,comprara,Unknown-tense,No hay generador para este modo/tiempo
comprar,subjunctive,subjImpf,1p,compráramos,Unknown-tense,No hay generador para este modo/tiempo
comprar,subjunctive,subjImpf,2p_vosotros,comprarais,Unknown-tense,No hay generador para este modo/tiempo
comprar,subjunctive,subjImpf,3p,compraran,Unknown-tense,No hay generador para este modo/tiempo
venir,indicative,pres,1s,vengo,Mismatch,Esperado: veno
venir,indicative,pres,2s_tu,vienes,Mismatch,Esperado: venes
venir,indicative,pres,3s,viene,Mismatch,Esperado: vene
venir,indicative,pres,3p,vienen,Mismatch,Esperado: venen
venir,indicative,pretIndef,1s,vine,Mismatch,Esperado: vení
venir,indicative,pretIndef,2s_tu,viniste,Mismatch,Esperado: veniste | 'accepts' inválido para vos: viniste (esperado veniste)
venir,indicative,pretIndef,3s,vino,Mismatch,Esperado: venió
venir,indicative,pretIndef,1p,vinimos,Mismatch,Esperado: venimos
venir,indicative,pretIndef,2p_vosotros,vinisteis,Mismatch,Esperado: venisteis
venir,indicative,pretIndef,3p,vinieron,Mismatch,Esperado: venieron
venir,subjunctive,subjPres,1s,venga,Mismatch,Esperado: vena
venir,subjunctive,subjPres,2s_tu,vengas,Mismatch,Esperado: venas | 'accepts' inválido para vos: vengas (esperado venas)
venir,subjunctive,subjPres,3s,venga,Mismatch,Esperado: vena
venir,subjunctive,subjPres,1p,vengamos,Mismatch,Esperado: venamos
venir,subjunctive,subjPres,2p_vosotros,vengáis,Mismatch,Esperado: venáis
venir,subjunctive,subjPres,3p,vengan,Mismatch,Esperado: venan
venir,imperative,impAff,2s_tu,ven,Mismatch,Esperado: vene
venir,imperative,impAff,3s,venga,Mismatch,Esperado: vena
venir,imperative,impAff,1p,vengamos,Mismatch,Esperado: venamos
venir,imperative,impAff,3p,vengan,Mismatch,Esperado: venan
venir,conditional,cond,1s,vendría,Mismatch,Esperado: veniría
venir,conditional,cond,2s_tu,vendrías,Mismatch,Esperado: venirías | 'accepts' inválido para vos: vendrías (esperado venirías)
venir,conditional,cond,3s,vendría,Mismatch,Esperado: veniría
venir,conditional,cond,1p,vendríamos,Mismatch,Esperado: veniríamos
venir,conditional,cond,2p_vosotros,vendríais,Mismatch,Esperado: veniríais
venir,conditional,cond,3p,vendrían,Mismatch,Esperado: venirían
venir,indicative,fut,1s,vendré,Mismatch,Esperado: veniré
venir,indicative,fut,2s_tu,vendrás,Mismatch,Esperado: venirás | 'accepts' inválido para vos: vendrás (esperado venirás)
venir,indicative,fut,3s,vendrá,Mismatch,Esperado: venirá
venir,indicative,fut,1p,vendremos,Mismatch,Esperado: veniremos
venir,indicative,fut,2p_vosotros,vendréis,Mismatch,Esperado: veniréis
venir,indicative,fut,3p,vendrán,Mismatch,Esperado: venirán
venir,nonfinite,ger,,viniendo,Mismatch,Esperado: veniendo
venir,indicative,fut,2s_vos,vendrás,Mismatch,Esperado: venirás
venir,conditional,cond,2s_vos,vendrías,Mismatch,Esperado: venirías
venir,imperative,impNeg,2s_tu,no vengas,Mismatch,Esperado: no venas
venir,imperative,impNeg,2s_vos,no vengas,Mismatch,Esperado: no venas
venir,indicative,pretIndef,2s_vos,viniste,Mismatch,Esperado: veniste
venir,subjunctive,subjPres,2s_vos,vengas,Mismatch,Esperado: venas
venir,imperative,impNeg,3s,no venga,Mismatch,Esperado: no vena
venir,imperative,impNeg,1p,no vengamos,Mismatch,Esperado: no venamos
venir,imperative,impNeg,2p_vosotros,no vengáis,Mismatch,Esperado: no venáis
venir,imperative,impNeg,3p,no vengan,Mismatch,Esperado: no venan
venir,subjunctive,subjImpf,1s,viniera,Unknown-tense,No hay generador para este modo/tiempo
venir,subjunctive,subjImpf,2s_tu,vinieras,Unknown-tense,No hay generador para este modo/tiempo
venir,subjunctive,subjImpf,2s_vos,vinieras,Unknown-tense,No hay generador para este modo/tiempo
venir,subjunctive,subjImpf,3s,viniera,Unknown-tense,No hay generador para este modo/tiempo
venir,subjunctive,subjImpf,1p,viniéramos,Unknown-tense,No hay generador para este modo/tiempo
venir,subjunctive,subjImpf,2p_vosotros,vinierais,Unknown-tense,No hay generador para este modo/tiempo
venir,subjunctive,subjImpf,3p,vinieran,Unknown-tense,No hay generador para este modo/tiempo
ser,indicative,pres,1s,soy,Mismatch,Esperado: so
ser,indicative,pres,2s_tu,eres,Mismatch,Esperado: ses | 'accepts' inválido para vos: sos (esperado sés)
ser,indicative,pres,2s_vos,sos,Mismatch,Esperado: sés | 'accepts' inválido para tu: eres (esperado ses)
ser,indicative,pres,3s,es,Mismatch,Esperado: se
ser,indicative,pres,1p,somos,Mismatch,Esperado: semos
ser,indicative,pres,2p_vosotros,sois,Mismatch,Esperado: séis
ser,indicative,pres,3p,son,Mismatch,Esperado: sen
ser,indicative,pretIndef,1s,fui,Mismatch,Esperado: sí
ser,indicative,pretIndef,2s_tu,fuiste,Mismatch,Esperado: siste
ser,indicative,pretIndef,2s_vos,fuiste,Mismatch,Esperado: siste
ser,indicative,pretIndef,3s,fue,Mismatch,Esperado: sió
ser,indicative,pretIndef,1p,fuimos,Mismatch,Esperado: simos
ser,indicative,pretIndef,2p_vosotros,fuisteis,Mismatch,Esperado: sisteis
ser,indicative,pretIndef,3p,fueron,Mismatch,Esperado: sieron
ser,indicative,impf,1s,era,Mismatch,Esperado: sía
ser,indicative,impf,2s_tu,eras,Mismatch,Esperado: sías
ser,indicative,impf,2s_vos,eras,Mismatch,Esperado: sías
ser,indicative,impf,3s,era,Mismatch,Esperado: sía
ser,indicative,impf,1p,éramos,Mismatch,Esperado: síamos
ser,indicative,impf,2p_vosotros,erais,Mismatch,Esperado: síais
ser,indicative,impf,3p,eran,Mismatch,Esperado: sían
ser,imperative,impAff,2s_tu,sé,Mismatch,Esperado: se
ser,imperative,impNeg,2s_tu,no seas,Mismatch,Esperado: no sas
ser,imperative,impNeg,2s_vos,no seas,Mismatch,Esperado: no sas
ser,subjunctive,subjPres,1s,sea,Mismatch,Esperado: sa
ser,subjunctive,subjPres,2s_tu,seas,Mismatch,Esperado: sas
ser,subjunctive,subjPres,2s_vos,seas,Mismatch,Esperado: sas
ser,subjunctive,subjPres,3s,sea,Mismatch,Esperado: sa
ser,subjunctive,subjPres,1p,seamos,Mismatch,Esperado: samos
ser,subjunctive,subjPres,2p_vosotros,seáis,Mismatch,Esperado: sáis
ser,subjunctive,subjPres,3p,sean,Mismatch,Esperado: san
ser,indicative,presFuturate,1s,soy,Mismatch,Esperado: so
ser,indicative,presFuturate,2s_tu,eres,Mismatch,Esperado: ses
ser,indicative,presFuturate,2s_vos,sos,Mismatch,Esperado: sés
ser,indicative,presFuturate,3s,es,Mismatch,Esperado: se
ser,indicative,presFuturate,1p,somos,Mismatch,Esperado: semos
ser,indicative,presFuturate,2p_vosotros,sois,Mismatch,Esperado: séis
ser,indicative,presFuturate,3p,son,Mismatch,Esperado: sen
ser,imperative,impAff,3s,sea,Mismatch,Esperado: sa
ser,imperative,impAff,1p,seamos,Mismatch,Esperado: samos
ser,imperative,impAff,3p,sean,Mismatch,Esperado: san
ser,imperative,impNeg,3s,no sea,Mismatch,Esperado: no sa
ser,imperative,impNeg,1p,no seamos,Mismatch,Esperado: no samos
ser,imperative,impNeg,2p_vosotros,no seáis,Mismatch,Esperado: no sáis
ser,imperative,impNeg,3p,no sean,Mismatch,Esperado: no san
ser,subjunctive,subjImpf,1s,fuera,Unknown-tense,No hay generador para este modo/tiempo
ser,subjunctive,subjImpf,2s_tu,fueras,Unknown-tense,No hay generador para este modo/tiempo
ser,subjunctive,subjImpf,2s_vos,fueras,Unknown-tense,No hay generador para este modo/tiempo
ser,subjunctive,subjImpf,3s,fuera,Unknown-tense,No hay generador para este modo/tiempo
ser,subjunctive,subjImpf,1p,fuéramos,Unknown-tense,No hay generador para este modo/tiempo
ser,subjunctive,subjImpf,2p_vosotros,fuerais,Unknown-tense,No hay generador para este modo/tiempo
ser,subjunctive,subjImpf,3p,fueran,Unknown-tense,No hay generador para este modo/tiempo
estar,indicative,pres,1s,estoy,Mismatch,Esperado: esto
estar,indicative,pres,2s_tu,estás,Mismatch,Esperado: estas
estar,indicative,pres,3s,está,Mismatch,Esperado: esta
estar,indicative,pres,3p,están,Mismatch,Esperado: estan
estar,indicative,pretIndef,1s,estuve,Mismatch,Esperado: esté
estar,indicative,pretIndef,2s_tu,estuviste,Mismatch,Esperado: estaste | 'accepts' inválido para vos: estuviste (esperado estaste)
estar,indicative,pretIndef,3s,estuvo,Mismatch,Esperado: estó
estar,indicative,pretIndef,1p,estuvimos,Mismatch,Esperado: estamos
estar,indicative,pretIndef,2p_vosotros,estuvisteis,Mismatch,Esperado: estasteis
estar,indicative,pretIndef,3p,estuvieron,Mismatch,Esperado: estaron
estar,subjunctive,subjPres,1s,esté,Mismatch,Esperado: este
estar,subjunctive,subjPres,2s_tu,estés,Mismatch,Esperado: estes | 'accepts' inválido para vos: estés (esperado estes)
estar,subjunctive,subjPres,3s,esté,Mismatch,Esperado: este
estar,subjunctive,subjPres,3p,estén,Mismatch,Esperado: esten
estar,subjunctive,subjImpf,1s,estuviera,Unknown-tense,No hay generador para este modo/tiempo
estar,subjunctive,subjImpf,2s_tu,estuvieras,Unknown-tense,No hay generador para este modo/tiempo
estar,subjunctive,subjImpf,3s,estuviera,Unknown-tense,No hay generador para este modo/tiempo
estar,subjunctive,subjImpf,1p,estuviéramos,Unknown-tense,No hay generador para este modo/tiempo
estar,subjunctive,subjImpf,2p_vosotros,estuvierais,Unknown-tense,No hay generador para este modo/tiempo
estar,subjunctive,subjImpf,3p,estuvieran,Unknown-tense,No hay generador para este modo/tiempo
estar,imperative,impAff,2s_tu,está,Mismatch,Esperado: esta
estar,imperative,impNeg,2s_tu,no estés,Mismatch,Esperado: no estes
estar,imperative,impNeg,2s_vos,no estés,Mismatch,Esperado: no estes
estar,indicative,pretIndef,2s_vos,estuviste,Mismatch,Esperado: estaste
estar,subjunctive,subjPres,2s_vos,estés,Mismatch,Esperado: estes
estar,imperative,impAff,3s,esté,Mismatch,Esperado: este
estar,imperative,impAff,3p,estén,Mismatch,Esperado: esten
estar,imperative,impNeg,3s,no esté,Mismatch,Esperado: no este
estar,imperative,impNeg,3p,no estén,Mismatch,Esperado: no esten
estar,subjunctive,subjImpf,2s_vos,estuvieras,Unknown-tense,No hay generador para este modo/tiempo
tener,indicative,pres,1s,tengo,Mismatch,Esperado: teno
tener,indicative,pres,2s_tu,tienes,Mismatch,Esperado: tenes
tener,indicative,pres,3s,tiene,Mismatch,Esperado: tene
tener,indicative,pres,3p,tienen,Mismatch,Esperado: tenen
tener,indicative,pretIndef,1s,tuve,Mismatch,Esperado: tení
tener,indicative,pretIndef,2s_tu,tuviste,Mismatch,Esperado: teniste | 'accepts' inválido para vos: tuviste (esperado teniste)
tener,indicative,pretIndef,3s,tuvo,Mismatch,Esperado: tenió
tener,indicative,pretIndef,1p,tuvimos,Mismatch,Esperado: tenimos
tener,indicative,pretIndef,2p_vosotros,tuvisteis,Mismatch,Esperado: tenisteis
tener,indicative,pretIndef,3p,tuvieron,Mismatch,Esperado: tenieron
tener,indicative,fut,1s,tendré,Mismatch,Esperado: teneré
tener,indicative,fut,2s_tu,tendrás,Mismatch,Esperado: tenerás | 'accepts' inválido para vos: tendrás (esperado tenerás)
tener,indicative,fut,3s,tendrá,Mismatch,Esperado: tenerá
tener,indicative,fut,1p,tendremos,Mismatch,Esperado: teneremos
